,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
0,Paso de Carrasco,-34.86,-56.05,71.86999999999996,60,0,6.2
1,Catio,11.28,-15.25,67.58599999999997,82,0,0.93
2,Qaanaaq,77.48,-69.36,-14.854000000000006,59,100,1.55
3,Butaritari,3.07,172.79,79.592,90,100,6.04
4,Punta Arenas,-53.15,-70.92,50.26999999999996,75,40,4.6
5,Barrow,71.29,-156.79,-27.12999999999999,74,20,4.1
6,Fortuna,40.6,-124.16,49.26199999999996,87,90,2.6
7,Ushuaia,-54.8,-68.3,46.66999999999996,70,40,2.6
8,Rikitea,-23.12,-134.97,79.26799999999999,79,100,7.91
9,Aklavik,68.22,-135.01,-23.529999999999994,74,5,1.0
10,Nikolskoye,59.7,30.79,35.27599999999999,95,90,3.0
11,Atuona,-9.8,-139.03,81.96799999999999,76,0,6.02
12,Tawang,27.58,91.87,43.23200000000001,35,0,1.02
13,Syracuse,37.09,15.28,54.266000000000005,87,45,1.5
14,Mataura,-46.19,168.86,55.274000000000015,89,75,2.68
15,Hithadhoo,-0.6,73.08,82.47200000000004,75,41,1.78
16,Kapaa,22.08,-159.32,77.26999999999995,73,75,6.7
17,Cidreira,-30.18,-50.21,74.26400000000004,76,0,12.56
18,Coahuayana Viejo,18.73,-103.68,71.86999999999996,78,40,1.92
19,Bluff,-46.6,168.33,55.274000000000015,89,85,2.68
20,Broome,42.25,-75.83,36.266000000000005,96,90,4.1
21,Puerto Ayora,-0.74,-90.35,77.97200000000004,85,23,4.46
22,Hermanus,-34.42,19.23,68.26999999999995,89,1,0.89
23,Albany,42.6,-73.97,40.26199999999996,48,90,3.6
24,Port Elizabeth,-33.92,25.57,62.86999999999996,93,1,1.5
25,Yellowknife,62.46,-114.35,-19.73200000000002,68,75,4.6
26,Trairi,-3.28,-39.27,74.31799999999998,94,56,0.61
27,Yarim,14.3,44.38,47.62400000000001,83,100,3.12
28,Busselton,-33.65,115.33,85.26199999999996,64,0,2.24
29,Tasiilaq,65.61,-37.64,17.41999999999996,81,100,17.84
30,Jamestown,42.1,-79.24,33.27799999999996,100,90,3.1
31,Hobyo,5.35,48.53,78.35,72,94,10.93
32,Les Cayes,18.2,-73.75,81.14000000000001,74,0,8.39
33,Coquimbo,-29.95,-71.34,62.86999999999996,82,91,2.1
34,Nar'yan-Mar,67.67,53.09,28.72400000000001,90,100,8.64
35,Castro,-24.79,-50.01,57.092,99,22,3.18
36,Ano Kastritsi,38.27,21.83,43.06999999999996,100,20,2.15
37,Mandalgovi,45.76,106.27,6.080000000000041,88,100,6.68
38,Sao Felix do Xingu,-6.64,-51.99,71.924,96,88,0.03
39,Katsuura,35.13,140.3,55.274000000000015,93,75,2.6
40,Lavrentiya,65.58,-171.0,-7.024000000000015,88,66,2.29
41,Vaini,-21.2,-175.2,80.86999999999996,88,75,5.7
42,Mezen,65.85,44.24,31.891999999999996,90,100,6.23
43,Chui,-33.7,-53.46,69.20600000000003,78,5,5.22
44,Dikson,73.51,80.55,19.832000000000015,93,100,10.51
45,Tautira,-17.73,-149.15,88.06999999999996,66,40,4.1
46,Impfondo,1.64,18.07,66.86600000000001,64,58,0.53
47,Badarganj,25.67,89.05,65.62400000000002,49,32,2.68
48,Eagle Pass,28.71,-100.5,55.66999999999996,62,1,1.14
49,Cape Town,-33.93,18.42,65.26400000000004,93,56,2.6
50,Vardo,70.37,31.11,25.772000000000038,81,100,9.54
51,Pisco,-13.7,-76.22,70.06999999999996,88,20,7.7
52,Nianzishan,47.52,122.88,14.14399999999997,93,100,8.68
53,Upernavik,72.79,-56.15,-6.808000000000007,84,100,1.83
54,Guerrero Negro,27.98,-114.06,59.97200000000004,48,22,5.89
55,Barranca,-10.75,-77.77,70.55600000000004,93,100,5.07
56,Hasaki,35.73,140.83,50.26999999999996,100,75,3.1
57,Campbell River,50.02,-125.24,43.06999999999996,100,75,1.0
58,Pevek,69.7,170.31,-3.028000000000013,70,0,1.34
59,Kaitangata,-46.28,169.85,57.272000000000034,76,57,0.45
60,Xining,36.62,101.77,39.056000000000026,17,33,2.4
61,George Town,5.41,100.34,82.66999999999996,83,20,3.1
62,Rio Grande,-32.03,-52.1,71.27599999999998,85,11,0.89
63,Ati,13.22,18.34,59.07200000000004,15,0,4.98
64,Samarai,-10.62,150.67,83.10199999999998,84,100,2.04
65,Brae,60.4,-1.35,39.469999999999956,88,91,2.6
66,Port Alfred,-33.59,26.89,63.266000000000005,95,0,0.89
67,Labuhan,-6.88,112.21,86.50399999999996,69,40,1.58
68,New Norfolk,-42.78,147.06,71.27599999999998,55,75,2.6
69,Ciudad Bolivar,8.12,-63.55,78.02599999999998,69,0,4.93
70,Pangkalanbuun,-2.68,111.62,90.76999999999995,57,100,0.44
71,Raudeberg,61.99,5.14,37.66999999999996,59,100,6.7
72,Iqaluit,63.75,-68.51,-22.737999999999992,61,20,8.2
73,Sao Filipe,14.9,-24.5,71.726,64,0,5.0
74,Poso,-1.4,120.75,77.43200000000002,66,100,2.1
75,Shangzhi,45.22,127.97,34.7,94,100,0.81
76,Saskylakh,71.92,114.08,-13.179999999999993,88,99,2.84
77,Arraial do Cabo,-22.97,-42.03,72.608,89,100,4.9
78,Ribeira Grande,38.52,-28.7,57.55999999999998,89,69,6.44
79,Topchikha,52.82,83.12,5.269999999999957,77,0,4.0
80,Hong Kong,22.29,114.16,68.26999999999995,100,40,6.7
81,Grand Gaube,-20.01,57.66,80.27599999999998,88,40,3.6
82,Kenora,49.82,-94.43,-18.12999999999999,68,5,5.1
83,Liseleje,56.01,11.95,40.26199999999996,93,69,7.2
84,Ancud,-41.87,-73.82,48.469999999999956,87,0,1.5
85,Faanui,-16.48,-151.75,81.82400000000001,80,0,6.46
86,Palkonda,18.6,83.75,73.292,62,33,2.22
87,East London,-33.02,27.91,70.06999999999996,83,0,5.7
88,Mezhova,48.25,36.73,33.13399999999999,89,100,6.19
89,Kodiak,57.79,-152.41,35.86999999999996,69,75,5.1
90,Malbork,54.04,19.03,38.26400000000003,77,75,7.2
91,Tuktoyaktuk,69.45,-133.04,-28.929999999999993,66,5,4.6
92,Port-Gentil,-0.72,8.78,82.77799999999996,73,25,3.35
93,Karratha,-20.74,116.85,82.56199999999995,73,0,6.6
94,Tuy Hoa,13.08,109.3,76.334,84,52,1.56
95,Seydisehir,37.42,31.85,35.977999999999966,99,97,1.29
96,Avarua,-21.21,-159.78,75.46999999999997,94,100,2.1
97,Torbay,47.67,-52.73,25.267999999999983,85,90,12.3
98,Hilo,19.73,-155.09,80.86999999999996,61,20,8.7
99,Dalnegorsk,44.56,135.57,41.19800000000002,67,49,1.24
100,Rongai,-0.17,35.86,66.23599999999996,77,88,1.18
101,Srednekolymsk,67.45,153.68,-23.008000000000003,79,100,2.85
102,Clyde River,70.47,-68.59,-3.7299999999999898,83,90,9.8
103,Ciudad Lazaro Cardenas,17.96,-102.2,73.58000000000004,77,0,0.58
104,Eureka,40.8,-124.16,49.26199999999996,87,1,2.1
105,Bahia Blanca,-38.72,-62.27,79.142,36,63,9.33
106,Shakawe,-18.37,21.85,65.78599999999997,90,0,2.47
107,Pyu,18.48,96.43,82.00399999999996,28,1,1.33
108,Flinders,-34.58,150.86,80.27599999999998,83,75,5.7
109,Itarema,-2.92,-39.92,75.41600000000001,93,37,1.32
110,Jimeta,9.28,12.47,63.319999999999965,23,39,1.03
111,Camacha,33.08,-16.33,62.86999999999996,87,20,2.1
112,Port Hardy,50.7,-127.42,41.26999999999996,80,75,2.6
113,Nouadhibou,20.93,-17.03,71.86999999999996,46,0,6.2
114,Esperance,-33.87,121.9,75.46999999999997,60,75,4.1
115,Khatanga,71.97,102.5,7.682000000000016,94,98,5.51
116,Riberalta,-10.98,-66.1,75.326,95,100,0.51
117,Ilulissat,69.22,-51.1,3.46999999999996,45,49,1.5
118,Rawson,-43.3,-65.1,64.50800000000001,64,0,3.25
119,Cabo San Lucas,22.89,-109.91,64.66999999999996,68,20,3.6
120,Bryan,30.67,-96.37,50.26999999999996,100,1,2.53
121,Hofn,64.25,-15.21,29.138000000000044,70,100,9.58
122,Atar,20.52,-13.05,71.76199999999996,25,0,5.85
123,Sabha,27.04,14.43,59.648000000000025,17,71,2.24
124,Kungurtug,50.6,97.52,-3.009999999999984,90,98,0.39
125,Thompson,55.74,-97.86,-18.12999999999999,75,5,2.6
126,Hualmay,-11.1,-77.61,69.65600000000003,81,100,1.58
127,Bilibino,68.05,166.44,-8.35599999999998,92,23,1.08
128,Severo-Kuril'sk,50.68,156.12,24.25999999999998,90,100,4.62
129,Caarapo,-22.63,-54.82,69.54800000000003,96,0,2.29
130,Tigil,57.8,158.67,1.580000000000041,89,24,1.52
131,Kavaratti,10.57,72.64,80.86999999999996,74,20,3.1
132,Bengkulu,-3.8,102.27,86.84600000000006,67,30,0.71
133,Saint-Joseph,-21.37,55.62,80.86999999999996,73,69,2.6
134,Tiksi,71.69,128.87,-28.73200000000002,88,65,2.4
135,Tosya,41.02,34.04,27.19399999999997,78,100,1.77
136,Mahebourg,-20.41,57.7,80.86999999999996,83,40,3.6
137,Kumul,42.8,93.45,18.967999999999982,47,0,1.14
138,Yeppoon,-23.13,150.73,91.66999999999996,52,20,1.5
139,Airai,-8.93,125.41,79.808,69,74,1.58
140,Etchoropo,26.77,-109.67,59.26999999999996,75,0,0.45
141,Alice Town,25.72,-79.3,78.566,77,0,5.69
142,Saint-Philippe,-21.36,55.77,82.66999999999996,74,68,3.1
143,Awjilah,29.11,21.29,56.89399999999998,52,33,2.81
144,Ribnitz-Damgarten,54.25,12.47,38.26400000000003,86,40,6.2
145,Marawi,8.0,124.29,81.26600000000002,83,70,1.79
146,Hobart,-42.88,147.33,71.27599999999998,55,75,2.6
147,Ambatofinandrahana,-20.55,46.8,60.116000000000014,96,61,1.12
148,Ise,34.48,136.7,62.27599999999999,81,75,1.5
149,Halvad,23.02,71.18,72.51799999999999,38,52,2.3
150,Chokurdakh,70.63,147.92,-23.674000000000014,87,100,2.31
151,Falmouth,50.15,-5.07,48.469999999999956,81,97,10.8
152,Upata,8.01,-62.4,69.33200000000002,92,8,1.73
153,Pangody,65.85,74.49,13.801999999999975,94,100,4.81
154,General Roca,-39.03,-67.58,68.26999999999995,34,90,6.7
155,Nachingwea,-10.38,38.77,70.71799999999999,96,100,0.61
156,Hamilton,39.18,-84.53,35.86999999999996,93,90,3.1
157,Faya,18.39,42.45,48.469999999999956,61,5,2.6
158,Tsaratanana,-16.78,47.65,68.73800000000006,87,12,0.49
159,Bredasdorp,-34.53,20.04,70.06999999999996,83,95,0.5
160,Tilichiki,60.47,166.1,5.611999999999956,95,98,4.76
161,Dingle,11.0,122.67,82.13000000000005,72,75,5.46
162,Egvekinot,66.32,-179.17,1.706000000000028,97,100,1.32
163,Mapiripan,2.89,-72.13,84.45199999999997,48,100,1.74
164,Cherskiy,68.75,161.3,-10.983999999999995,75,0,0.93
165,Kavieng,-2.57,150.8,83.53399999999999,80,95,6.66
166,Hochstadt,49.25,8.21,39.272000000000034,100,1,2.1
167,Abidjan,5.31,-4.02,80.86999999999996,94,0,0.5
168,Skagen,57.72,10.58,41.26999999999996,72,0,10.28
169,Sitka,57.05,-135.33,35.86999999999996,97,90,3.6
170,Sinnamary,5.38,-52.95,79.50199999999998,76,97,7.91
171,Gambela,8.25,34.58,78.20600000000003,36,99,0.34
172,Ostrovnoy,68.05,39.51,29.101999999999975,87,100,10.16
173,San Patricio,19.22,-104.7,76.87400000000002,73,0,1.81
174,Cap Malheureux,-19.98,57.61,80.27599999999998,88,40,3.6
175,Kilindoni,-7.91,39.67,81.35600000000002,80,100,3.08
176,Sobolevo,54.43,31.9,29.227999999999962,95,83,3.49
177,Mackay,-21.15,149.2,92.26400000000004,79,75,5.1
178,Alyangula,-13.85,136.42,93.46999999999997,63,95,4.6
179,Inta,66.03,60.17,17.456000000000028,88,20,5.25
180,Matagami,49.75,-77.63,-12.72999999999999,75,90,7.2
181,Ugoofaaru,5.67,73.0,82.184,74,62,4.77
182,Emmett,43.87,-116.5,41.26999999999996,51,1,3.1
183,Yanam,16.73,82.22,75.46999999999997,78,20,4.1
184,Sampit,-2.53,112.95,90.91400000000004,59,100,0.88
185,Bemidji,47.47,-94.88,-11.721999999999987,68,1,4.1
186,Rocha,-34.48,-54.33,61.03399999999999,94,0,3.6
187,Andenes,69.31,16.12,32.26999999999996,64,40,8.2
188,Villarrica,-25.75,-56.43,73.83200000000002,87,60,1.77
189,Cabedelo,-6.98,-34.83,82.66999999999996,78,100,2.1
190,Longyearbyen,78.22,15.64,-1.9299999999999926,64,20,4.6
191,Canillo,42.58,1.67,49.26199999999996,89,100,1.79
192,Kapit,2.02,112.93,86.91799999999998,64,100,0.98
193,Diamantino,-14.41,-56.45,71.99600000000005,95,100,1.89
194,Sindor,62.86,51.89,15.70999999999998,95,100,3.01
195,Kamaishi,39.27,141.88,37.66999999999996,86,75,1.0
196,Sioux Lookout,50.1,-91.92,-18.12999999999999,68,5,3.1
197,Beringovskiy,63.05,179.32,11.533999999999992,87,100,3.08
198,Denpasar,-8.65,115.22,88.06999999999996,79,20,2.6
199,Codrington,-38.27,141.97,66.61400000000003,87,20,10.65
200,Lorengau,-2.02,147.27,84.308,75,91,6.38
201,Tayu,-6.54,111.05,86.43200000000002,66,98,1.42
202,Moerai,-22.43,-151.33,81.03200000000001,80,1,7.43
203,Natchez,31.56,-91.4,62.27599999999999,93,90,2.1
204,Lompoc,34.64,-120.46,55.66999999999996,81,1,2.6
205,Varhaug,58.61,5.65,32.26999999999996,67,75,2.6
206,Naze,28.37,129.48,71.86999999999996,94,75,6.2
207,Kampong Thom,12.71,104.89,88.55600000000004,49,13,4.7
208,Honiara,-9.43,159.95,86.26999999999995,79,75,5.1
209,Zaysan,47.47,84.87,-2.362000000000009,77,0,0.76
210,Margate,51.38,1.39,46.66999999999996,87,75,7.7
211,Isangel,-19.55,169.27,88.06999999999996,79,75,2.6
212,Mmabatho,-25.85,25.63,68.26999999999995,77,0,3.1
213,Wilmington,34.23,-77.94,60.27799999999996,82,90,2.65
214,Riga,57.0,24.08,36.266000000000005,93,90,3.1
215,Laurens,32.45,-82.92,71.86999999999996,93,1,2.6
216,Maloy,61.94,5.11,37.66999999999996,59,100,6.7
217,Kimbe,-5.55,150.14,82.09399999999997,82,100,5.16
218,Te Anau,-45.42,167.72,65.20999999999998,70,5,0.51
219,Amberley,39.2,-84.43,35.86999999999996,93,90,3.1
220,Bambous Virieux,-20.34,57.76,80.27599999999998,88,40,3.6
221,Mar del Plata,-38.0,-57.56,70.26799999999999,82,0,5.7
222,Waddan,29.16,16.14,55.274000000000015,21,88,1.02
223,'Ahuimanu,21.44,-157.84,79.06999999999996,73,20,4.1
224,Tadine,-21.55,167.88,87.20600000000003,68,100,3.22
225,Kirksville,40.19,-92.58,32.26999999999996,97,90,2.6
226,Cayenne,4.93,-52.33,79.06999999999996,78,100,2.6
227,Lata,40.16,-8.33,56.26400000000004,93,90,2.1
228,Aykhal,66.0,111.5,-3.7299999999999898,83,90,2.0
229,Saint-Pierre,-21.34,55.48,80.86999999999996,73,69,2.6
230,Ushtobe,45.25,77.98,32.41400000000003,61,100,1.97
231,Taoudenni,22.68,-3.98,67.04600000000005,49,8,2.68
232,Pacific Grove,36.62,-121.92,55.274000000000015,81,75,3.6
233,Yaring,6.87,101.37,79.06999999999996,100,75,2.1
234,Bethel,41.37,-73.41,42.27799999999996,69,90,3.1
235,Pangnirtung,66.15,-65.71,-18.65199999999998,66,96,2.1
236,Guayaramerin,-10.84,-65.36,74.53399999999999,96,100,0.73
237,Dunedin,-45.87,170.5,57.272000000000034,76,78,0.45
238,Sao Joao da Barra,-21.64,-41.05,71.76199999999996,94,100,5.0
239,Fort Frances,48.6,-93.4,-15.736000000000018,62,1,2.1
240,Pitimbu,-7.47,-34.81,82.66999999999996,78,92,2.1
241,Ponta do Sol,32.67,-17.1,61.069999999999965,82,40,1.0
242,Carnarvon,-24.87,113.63,79.06999999999996,61,40,4.1
243,Port Hedland,-20.32,118.57,93.46999999999997,59,0,3.6
244,Nanakuli,21.39,-158.15,79.06999999999996,65,1,3.6
245,Nanortalik,60.14,-45.24,15.619999999999958,45,0,3.85
246,Adelaide,-34.93,138.6,86.26999999999995,61,2,3.13
247,Namanga,-2.54,36.79,67.90999999999998,86,100,2.47
248,Pauini,-7.71,-66.98,74.20999999999998,86,99,0.65
249,Terney,45.05,136.61,40.38800000000005,62,0,1.24
250,Ayagoz,47.97,80.44,6.349999999999998,61,73,1.06
251,Warmbad,-28.45,18.73,72.26600000000002,41,99,2.25
252,Portland,45.52,-122.68,44.27599999999999,70,1,3.1
253,Salalah,17.02,54.09,70.06999999999996,26,24,8.7
254,Caravelas,-17.71,-39.25,80.54600000000005,80,15,5.05
255,Terrace,54.52,-128.6,34.06999999999996,97,90,9.3
256,Port Blair,11.67,92.75,80.25800000000001,73,22,6.49
257,Motygino,58.18,94.76,1.2559999999999754,97,96,1.76
258,Narsaq,60.92,-46.05,3.46999999999996,28,0,4.1
259,Visby,57.64,18.3,40.26199999999996,71,0,9.8
260,Vostok,46.49,135.88,31.658000000000005,91,93,1.76
261,Manado,1.49,124.85,86.26999999999995,70,40,2.1
262,Corozal,9.32,-75.29,79.50199999999998,70,39,2.19
263,Lagoa,39.05,-27.98,61.627999999999965,81,55,8.41
264,Muriti,-1.98,32.92,68.26999999999995,88,20,1.0
265,Emba,48.83,58.14,2.1380000000000443,92,0,1.69
266,Moose Factory,51.26,-80.61,-19.929999999999993,68,1,3.6
267,Correntina,-13.34,-44.64,70.57400000000001,92,73,0.59
268,Haines Junction,60.75,-137.51,17.401999999999973,96,80,4.3
269,Weatherford,32.76,-97.8,46.274000000000015,87,90,1.5
270,Saldanha,-33.01,17.94,62.86999999999996,93,89,4.1
271,Ondjiva,-17.07,15.73,69.76400000000004,46,6,4.23
272,Moranbah,-22.0,148.05,94.73000000000005,27,33,4.41
273,Mossamedes,-15.2,12.15,75.41600000000001,74,3,4.9
274,Port Keats,-14.25,129.55,89.97799999999997,63,93,4.09
275,Provideniya,64.38,-173.3,8.869999999999958,65,100,3.0
276,Koumac,-20.57,164.28,83.984,77,55,2.35
277,Wakema,16.6,95.18,80.834,41,23,4.67
278,Lusambo,-4.97,23.45,69.476,92,68,0.18
279,Merauke,-8.47,140.33,86.25199999999998,67,100,5.18
280,Berdigestyakh,62.1,126.7,-12.766000000000012,94,100,3.14
281,Muros,42.78,-9.06,61.26799999999999,93,75,6.7
282,Whitehorse,60.72,-135.05,28.66999999999996,86,75,9.8
283,Ban Dung,17.7,103.26,79.06999999999996,65,20,1.0
284,Port Lincoln,-34.73,135.87,73.04000000000002,65,75,3.57
